,text,sentiment,Subjectivity,Polarity
5912,well i guess -PRON- all dependsundergarment,1,0.0,0.0
5913,this week have be funi hope next week will be even well   NYC in   day,2,0.0,0.0
5914,worry about the reply after send the sms to,0,0.0,0.0
5915,Happy Mothers Day mommy and grandma haha   ily,2,0.65,0.5
5916,-PRON- want to know who be that    -PRON- try to ask PKIA but -PRON- still not reply -PRON-   but now -PRON- change -PRON- status to away,1,0.0,0.0
5917,be yeah work in   hrs   how -PRON-,1,0.0,0.0
5918,do anyone know how to scale a pic down -PRON- be try to change -PRON- pic but all -PRON- pic r   big n -PRON- keep crop themhelp,0,0.19444444444444448,-0.07777777777777779
5919,be one but be not the same -PRON- get to carry each other,1,0.25,-0.0625
5920,make -PRON- own Google search page with -PRON- name,1,1.0,0.6
5921,thankyou   how be ur night,2,0.0,0.0
5922,a bird fly into window at -PRON- parent house and snap -PRON- poor neck get to bury -PRON-,0,0.75,0.2
5923,-PRON- be awake anybody else awake Wish -PRON- live in the US since all the fun happen when -PRON- be asleep,2,0.35,0.21818181818181817
5924,no way what about Sydney   yeah -PRON- guy be like the semiolder version of Short Stack however with the same talent,1,0.2125,0.0
5925,thank to follow,2,0.0,0.0
5926,not feel -PRON-   just leave the glass on   peace and unity,1,0.0,0.0
5927,Will -PRON- guy keep vote for -PRON- and ask ur follower to help to only   leave before competition close,1,1.0,0.0
5928,-PRON- be playing leave   dead with -PRON- friend gilbert and louie   -PRON- so fun   happy mother day to all -PRON- mom,1,0.5333333333333333,0.3
5929,wait around for boyfriend then off to queens   look like -PRON- go to pour here in dt bklyn umbrellaless,1,0.0,0.0
5930,benson -PRON- be an absolute legend Love love love -PRON-,2,0.675,0.425
5931,-PRON- just lose a fight against   on Tweefight -PRON- lose   please revenge -PRON- try now opphangy,1,0.0,0.0
5932,Castiel be loveeeeeeeeeeeeeeeeeeeeee,2,0.0,0.0
5933,bullhorn tell ur friend   follow -PRON-   come onnnnnnnnnnnn ppl,1,0.0,0.0
5934,go to see -PRON- grandad today,1,0.0,0.0
5935,i knowwww i can not deal this   life be not for -PRON-,0,0.0,0.0
5936,feel crappy today,0,0.0,0.0
5937,have make up -PRON- mind,1,0.0,0.0
5938,not goodHe would not like -PRON- girl flirt with -PRON- colleagueswould -PRON-,0,0.0,0.0
5939,just wake up have coffee listen to Music reading rsssunday feel great,2,0.75,0.8
5940,-PRON- mom want to lay well be there later probably a little after   and   -PRON- be sorry -PRON- be sick,0,0.5892857142857143,-0.3504464285714286
5941,yeah -PRON- hate that too sorry ur go thru that,0,0.95,-0.65
5942,doggone -PRON- -PRON- only get an hour nap in   -PRON- really want some ponderosa chicken wing,1,0.7166666666666667,-0.13333333333333333
5943,MC stre out the dress work that into a track please what do u have come up -PRON- be ur big fan,2,0.1,0.0
5944,thankyou very much -PRON- rock,2,0.26,0.26
5945,-PRON- could not come to see -PRON- in Southend on the   as -PRON- could not get the ticket   Ill have to come see -PRON- when -PRON- solo tour,1,1.0,-0.5
5946,what dey do homie -PRON- wish -PRON- would stop rain already plus -PRON- vacay be almost over,1,0.0,0.0
5947,work on the climb season   episode,1,0.0,0.0
5948,fo shizzle    -PRON- be bore and wanna go do something   wish i go to pisay today oh wellz wonder who be there,0,0.0,0.0
5949,binstruct suffer from an update of the mib package and the developer of that package be on holiday,0,0.0,0.0
5950,-PRON- also think that -PRON- be talk to -PRON- now okay -PRON- need to get to bed BTW -PRON- miss -PRON- brother,0,0.5,0.5
5951,the link do not work,0,0.0,0.0
5952,good day -PRON- all happy mom day,2,0.8,0.75
5953,-PRON- be officially do with school til fall,1,0.0,0.0
5954,-PRON- do not start as a long message   -PRON- just get long when -PRON- write -PRON-,1,0.4,-0.05
5955,warwoundsC -PRON- feel ya pain -PRON- have get -PRON- a nasty cold too get well soon,1,1.0,-0.8
5956,almost lunch time,1,0.0,0.0
5957,aww such a cutie,2,0.7,0.15
5958,thank for the follow Doug -PRON- like that hat,2,0.0,0.0
5959,Happy Mothers Day   and for single dad who play both mom and dad role enjoy -PRON- day too,2,0.5714285714285714,0.3761904761904762
5960,-PRON- have a very good day   lot of stretch and sleep in the sun,2,0.7800000000000001,0.9099999999999999
5961,-PRON- do not want to    -PRON- be go to cry all the way home,0,0.0,0.0
5962,be go out for dinner just the two of us niceeeee,2,0.0,0.0
5963,hairdye patch test have just smear all over -PRON- WHITE duvet cover   INSULT INSULT,0,0.0,0.0
5964,so how be the most wonderful mommy in the world do,2,0.75,0.75
5965,wow -PRON- definitely Friday the gym be completely empty what to do -PRON- d like to play the wii but -PRON- guess Ill vacuum,1,0.6,-0.10166666666666666
5966,so why the hell be -PRON- go to school for   hour next monday and tuesdaydumb snow day and thier lame rulesmy mom make -PRON- go,0,0.375,-0.25
5967,Dana just find out -PRON- do not get to take lunch now but rather in an hour hello delivery,1,0.0,0.0
5968,oww can not even describe how much -PRON- back hurt go to have to go to the stupid doctor,0,0.39999999999999997,-0.19999999999999996
5969,wow -PRON- god the whole UI be sooo much snappier -PRON- more responsive than TweetDeck now   Tweets feel like im lol,1,0.5599999999999999,0.36
5970,ha -PRON- be so glad -PRON- stop rain   -PRON- umbrella break today,1,1.0,0.5
5971,eh -PRON- shut the freeway down omw to a job interview so i guess -PRON- be go to be late,0,0.4444444444444444,-0.2277777777777778
5972,that could not be more true -PRON- like ur mommas style,2,0.575,0.425
5973,great now there s a cloud that s really really dark grey right outside -PRON- office window this sure have a lotta precip with -PRON-,2,0.4541005291005291,0.23095238095238094
5974,morning darlin   hope -PRON- be feelin tiptop,2,0.0,0.0
5975,guy nothing be free in life where be -PRON- shidduch money,1,0.8,0.4
5976,ohhh how lovely -PRON- be glad that -PRON- have a great time there,2,0.8333333333333334,0.6
5977,-PRON- do not think the coffee at work agree with -PRON- tummy,0,0.0,0.0
5978,thank carry on the craziness again,2,0.0,0.0
5979,good luck with -PRON- auction,2,0.6000000000000001,0.7
5980,watch the CAVS,1,0.0,0.0
5981,some guy just say -PRON- want to spank -PRON-,0,0.0,0.0
5982,-PRON- too   no one even like -PRON- answer to life last night pshh,0,0.06666666666666667,0.0
5983,time to do some revision while listen to   album nonstop all day again,1,0.0,0.0
5984,hahah lucky i have to wait   day poop lol where about in the gold coast be -PRON- if u dnt mind -PRON- ask,2,0.7666666666666666,0.5666666666666667
5985,well see Craig may just hog u guy haha -PRON- work till   tonight anyways,1,0.3,0.2
5986,-PRON- be spot oni would not tweet without -PRON- thank for -PRON- share tonight,2,0.0,0.0
5987,i wish i be in Jonathon Ross audience right now,1,0.5357142857142857,0.2857142857142857
5988,yeah a few peep -PRON- should be a good day to catchup with everyone,2,0.35000000000000003,0.24999999999999997
5989,yeah ok that will probably happen too,1,0.5,0.5
5990,ohwwww   whatever -PRON- be excite anyway,2,0.0,0.0
5991,dang -PRON- phone be still break   just come over whenever,0,0.0,0.0
5992,-PRON- love cute texy message especially when -PRON- call -PRON- mandy,2,0.8666666666666667,0.3333333333333333
5993,Cordon Morning   do a bit more -PRON- do have   week to go but be try to get most of -PRON- do in advance how s -PRON-,1,0.5,0.5
5994,haha -PRON- remember that that trip be fun -PRON- Miss miss miss miss miss chu,1,0.25,0.25
5995,sprain -PRON- ankle   like really badly and tear some stuff -PRON- hurt and -PRON- -PRON- birthday weekend,0,0.6666666666666666,-0.6999999999999998
5996,-PRON- eat a foot long from subway like an hour ago OMG -PRON- be happy and full -PRON- have not eat since bfast   happy Lis,2,0.7375,0.47500000000000003
5997,sorry -PRON- day be so bad    Gettin the drink on good plan,1,0.7555555555555555,-0.1666666666666666
5998,thank too,2,0.0,0.0
5999,-PRON- love these clutch -PRON- be lust after one in bright yellow,2,0.4666666666666666,0.4000000000000001
6000,any chance of see -PRON- at a race in germany unfortunately hardly any tv   news coverage of cycling here anymore,0,0.5416666666666666,-0.2916666666666667
6001,Nite Tweeple   tomorrow will be day   at work,1,0.0,0.0
6002,oh no not difficult -PRON- just nut that s how -PRON- have to market yourself on home turf,2,1.0,0.25
6003,-PRON- will work on that mama   sweetdream,2,0.0,0.0
6004,Ugh i hate photobucket an amazing place to edit picture be wwwpicnikcom   i use -PRON- alll the time,0,0.9,-0.09999999999999998
6005,good morning to another too late sleeper    one of -PRON- excellent designer be Valerie see   picture,2,0.7333333333333334,0.4666666666666666
6006,twitter connect with FAcebook,1,0.0,0.0
6007,TGIF this short week have be wayyyyyy too long,0,0.35,-0.025
6008,yeah -PRON- too,1,0.0,0.0
6009,YOURE tell me,1,0.0,0.0
6010,have -PRON- mind abuzz re advertising industry   standard   do not hate -PRON- because -PRON- like math ok,1,0.4666666666666666,0.3
6011,lose some   at worknt happy right now     SLOANSTER,0,0.7678571428571428,0.5428571428571429
6012,k -PRON-   slice leave,1,0.0,0.0
6013,as -PRON- be now -PRON- body have already develop a mind of -PRON- own but that mind refuse to cooperate with set schedule,1,1.0,0.6
6014,-PRON- be asleep until -PRON- brother wake -PRON- up ask -PRON- if -PRON- eat the rest of the frosted mini wheat -PRON- can not go back to sleep,0,0.0,0.0
6015,aww   can not wait to have -PRON- back in LA,2,0.45,0.15
6016,explore Twitters world -PRON-,1,0.0,0.0
6017,wonder why -PRON- be awake at   a new songplotte -PRON- evil secret plot muahahahaoh INSULT itnot secret anymore,1,0.7136363636363636,-0.4159090909090909
6018,-PRON- have lose -PRON- pocket knife   Suggestions for replace a Ken Onion Chive,1,0.0,0.0
6019,all work no play,1,0.0,0.0
6020,lol -PRON- can see the sunburnnn     -PRON- not achurley that bad   least i do not think -PRON- be xD,1,0.5888888888888889,-0.0666666666666666
6021,writer aww no which one,1,0.9,0.3
6022,enjoy -PRON- coffee with this super delicious cookie,0,0.7222222222222222,0.5777777777777778
6023,-PRON- be pretty cool the kid and the adult have fun,2,0.5375,0.25
6024,-PRON- give a homeless lady name Ruby an Ice Cream sandwich and a cigarette   that be -PRON-   deed for the day p,2,0.0,0.0
6025,yeah and that s where everything become difficult and generalisation break down not an easy problem,0,0.7074074074074074,-0.07407407407407407
6026,hate move,0,0.9,-0.8
6027,happy juddday carrie,2,1.0,0.8
6028,aku kbangun   mimpi   very bad dream,0,0.8666666666666667,-0.9099999999999998
6029,be sick all week and still not feel so well can not go to Lenas cookout   Gunna spend some time with the fam,0,0.8571428571428571,-0.7142857142857143
6030,-PRON- be up and feel pretty INSULT gud -PRON- do not even have a hangover what a nice feeling,2,1.0,0.425
6031,what to say,1,0.0,0.0
6032,truong sunbae -PRON- bad jst scratch wht i say   -PRON- be talk nonsense here lol enjoy the perf,1,0.6222222222222222,0.16666666666666674
6033,yep still a few seat leave for PRACC workshop w       see -PRON- there,1,0.1,-0.2
6034,hehe yeah but too late hun,1,0.6,-0.3
6035,home tonight be so much fun goodnight twitterbug,2,0.2,0.3
6036,be chat with Willy Valdez about comic_strip,1,0.0,0.0
6037,pretty amazing weekend so far   but -PRON- bedtime   -PRON- be exhausted   Mothers day tomorrow   nighty night,1,0.8999999999999999,0.1375
6038,i think shell pull through,1,0.0,0.0
6039,i neeeeed plan no one can hang out tomorrow booo,1,0.0,0.0
6040,-PRON- WANNA GO there where you go -PRON- WANNA find out what you know      DAVID and MILEYYYYYY,1,0.0,0.0
6041,Greg Pritchard should have get throw to the final of britain get talent,0,1.0,0.0
6042,ahhhaaaaa be gunna get straight back on -PRON-,1,0.2,0.1
6043,thank homski -PRON- like christmas,2,0.0,0.0
6044,ok twitter -PRON- almost pass out because of -PRON- INSULT,0,0.5,0.5
6045,awwww ray -PRON- be the good   -PRON- mean a lot to -PRON- that -PRON- say that i can not wait to hang with -PRON- again hopefully soon,2,0.7291666666666666,0.29583333333333334
6046,-PRON- like tweetie well that be what -PRON- use all the time,2,0.0,0.0
6047,hmmmm i wonder how -PRON- -PRON- number,1,0.0,0.0
6048,up already   Nooooooo,0,0.0,0.0
6049,i agree,1,0.0,0.0
6050,feelin lonely now after spendin the last   hour with -PRON- friend,0,0.3833333333333333,-0.04999999999999999
6051,yeah next time,1,0.0,0.0
6052,aww -PRON- mom will appreciate -PRON-    much the same to -PRON- familias when do -PRON- leave for tour,2,0.4083333333333334,0.16666666666666666
6053,chili night in Minneapolis   -PRON- refuse to turn the heat on in May,1,0.0,0.0
6054,george lopez bed mommys day tomorrow    i wish house be on Hugh Laurie be sexay sometimes i like way old guy,2,0.2,0.1
6055,rain rain go away,0,0.0,0.0
6056,spend a wonderful Mothers Day with Brad Mom and Dad   Happy Mothers Day to all mom,2,1.0,0.9
6057,just finish bake some cinnamon roll    soooo yummy,2,0.0,0.0
6058,how be the ice cream,1,0.0,0.0
6059,-PRON- do not know -PRON- but -PRON- make -PRON- lose,1,0.0,0.0
6060,Happy Stars Wars daymes a JAJA BINKS ha   a crappy day outside though ah well make -PRON- have a bit more motivation to revise,1,0.5166666666666667,0.43333333333333335
6061,week before the palm pre come out and -PRON- centro die -PRON- have a temp phone but -PRON- contact be not transfer yet sadpanda fb,1,0.0,0.0
6062,-PRON- be on msn now,1,0.0,0.0
6063,of course the evil Day Job want -PRON- to stay long   -PRON- need to win the lottery,2,0.6,-0.08333333333333333
6064,in a philosophical mood tonight wander round after dark do that for -PRON-,1,0.26666666666666666,-0.11666666666666665
6065,there s no such thing,1,0.5,0.0
6066,awesomeness,2,0.0,0.0
6067,back from AE very nice doctor diagnose ligament damage -PRON- feel -PRON- could still do -PRON-   run but -PRON- may take -PRON-   day to heal,2,0.5,0.39
6068,today be -PRON- last official day of Uni no more balance uni work with music Til october atleast,1,0.2833333333333333,-0.125
6069,Overthought tie -PRON- shoe could not figure -PRON- out for a while,0,0.0,0.0
6070,just another manic monday wish -PRON- be sunday that s -PRON- fun day   happy monday twitterland,2,0.6,0.55
6071,just down   live abalone sashimi with   bottle of sake with fatherinlaw   very happy,2,0.5962962962962963,0.3269360269360269
6072,probably not a good idea -PRON- hard to tweet on the web -PRON- miss Tweetdeck   cry,0,0.5708333333333333,-0.3208333333333333
6073,i be braid free   i miss thee   BLOND here -PRON- come,1,0.8,0.4
6074,almost   case of swine in australia hope may still decide to come visit -PRON-,1,0.0,0.0
6075,Chica two more day   -PRON- want the US Elle too,1,0.5,0.5
6076,rap battle at second sit now at the moviesss   haha i swim in a lake of sex Matthew M   Ghosts of Girlfriends past,1,0.18333333333333335,-0.016666666666666663
6077,remember to put -PRON- phone on silent lol   Night loveee,2,0.39999999999999997,0.4
6078,and -PRON- be listen,1,0.0,0.0
6079,first weekend at home,1,0.3333333333333333,0.25
6080,Jungle Book Mary Poppins or Bugs Life   depend on if -PRON- want cartoon live action or cgi,1,0.3,0.11818181818181818
6081,good morning tweetie what to do today -PRON- be all rest up from Richmond and ready to hit the beach,2,0.55,0.44999999999999996
6082,-PRON- must love sydney more   do not leave us sydney kid   INSULT,2,0.55,0.5
6083,that s -PRON- baby,1,0.0,0.0
6084,crash from -PRON- WI highmissing mayfield,0,0.0,0.0
6085,Ugh go to skool,1,0.0,0.0
6086,bluedart take a shipment all the way before figure out no deliver and then bring -PRON- back database anyone,1,0.0,0.0
6087,LOL biking be manly,1,0.7,0.8
6088,wake up at ungodly hour to go to work be start to get old at least the coffee be good,2,0.4000000000000001,0.16666666666666666
6089,hi angela can -PRON- check -PRON- email -PRON- need one thing from -PRON- sorry if -PRON- -PRON- day off,0,1.0,-0.5
6090,as if i finsh work at eleven be that even allowd   cauz i really do not want to lol,0,0.44999999999999996,0.35000000000000003
6091,Microsoft announce Windows   Release Candidate Download available tomorrow,1,0.4,0.4
6092,now or never make -PRON- cry everytime   lol,1,0.7,0.8
6093,Black Russians make -PRON- think of a white russian and this movie quotation that rug really tie the room together,1,0.15833333333333333,0.008333333333333338
6094,have fun at wango tangooo,2,0.2,0.3
6095,once i hit christian in the head with a metal bat haha -PRON- then sock -PRON- in the eye haha i miss be a reckless little kid,0,0.275,0.053125000000000006
6096,shame on -PRON-,0,0.0,0.0
6097,Nessa be   on Maxim Magazines hot   of,1,0.8500000000000001,0.25
6098,-PRON- guess -PRON- be not mean for -PRON- to change -PRON-,1,0.6875,0.15625
6099,-PRON- parent wachte tv but -PRON- be terrible and there be nothing else   -PRON- so sad,0,1.0,-0.75
6100,be in the place call   of now where take -PRON- out from here somebody,0,0.0,0.0
6101,have dinner at the crown at south moreton with David and a stroppy teenager,1,0.0,0.0
6102,do -PRON- get -PRON- text,1,0.0,0.0
6103,plenty of good trivium on wikihow just try to help   hope u get to sleep by now,2,0.6000000000000001,0.7
6104,time to add some more rfided object to send message to Twitter everytime -PRON- use -PRON-    more coffee cup Armani Code Pantone   mug,1,0.5,0.5
6105,-PRON-   xo,1,0.0,0.0
6106,oh plzzzzz u never have time for -PRON-,0,0.0,0.0
6107,with emma   go   see diversity today o   x,1,0.0,0.0
6108,i learn something new today,1,0.45454545454545453,0.13636363636363635
6109,only have    follower so sad,0,1.0,-0.25
6110,-PRON- say -PRON- get McFlys live album   what s -PRON- call   INSULT,1,0.5,0.13636363636363635
6111,-PRON- see the good   back comb poofy bang this morning on a    in high by the time -PRON- turn around -PRON- be go no picture,1,0.38000000000000006,0.2866666666666667
6112,-PRON- need one too,2,0.0,0.0
6113,these dog be go to die if somebody do not save -PRON-,0,0.0,0.0
6114,from gs to gent season,1,0.0,0.0
6115,yep,1,0.0,0.0
6116,after a great day at work with the kid disappointment with -PRON- roof decal,1,0.575,0.10000000000000003
6117,feel extremally ill,0,1.0,-0.5
6118,-PRON- respect for Travis Clark have go down   notch,0,0.2888888888888889,-0.15555555555555559
6119,twitter -PRON- suck,0,0.0,0.0
6120,Rahal Thing about live be that there be always undeveloped picture in -PRON- future,1,0.3125,0.06818181818181818
6121,-PRON- know what -PRON- be to see people -PRON- love most in -PRON- country and could not get close,2,0.55,0.5
6122,i have to be at work at   be    thank to -PRON- ppl will be get -PRON- freakin starbuck peace out ppls,1,0.0,0.0
6123,just realize all -PRON- fantastic nerdfriend no longer live in Rochester,1,0.7,0.2681818181818182
6124,-PRON- like   buck for   shot   what kind of camera do -PRON- have,1,0.9,0.6
6125,cricket beer and sunshine very good well apart from the beer cause -PRON- be on tablet,2,0.7800000000000001,0.9099999999999999
6126,-PRON- say Los page do not exist,1,0.0,0.0
6127,well get hitch when -PRON- get here,1,0.0,0.0
6128,tonight be fun love -PRON- girl Tanna,2,0.4,0.4
6129,-PRON- think the UPS web site hate -PRON- now still no Brewing supply package   hold hostage at work by slow UPS delivery,0,0.65,-0.55
6130,can not wait to leave work,1,0.0,0.0
6131,so tired after workbut i have king Bounty Addon and a Vampyre Story for a evening   and Xmen comixe be completely donloade,0,0.55,-0.15000000000000002
6132,can not wait   a real bed   haha,2,0.30000000000000004,0.2
6133,goodmorne tweedle   very happy mood i think i will always be after this past weekend lol vid of the BEYONCE weeknd come soon,2,0.65,0.5166666666666667
6134,-PRON- really be always dirty ha ha do -PRON- have a INSULT addiction,0,0.5,-0.19999999999999998
6135,awww boo -PRON- INSULT lovee do all the girly thingss,2,0.9,0.4
6136,chillin promote muziknot eat   lmaao,2,0.0,0.0
6137,-PRON- guess -PRON- be too freaky for follower,0,0.0,0.0
6138,i feel like tweet -PRON- for no reason so um hiiiiii,0,0.0,0.0
6139,here a big moan for Dave Leyrock IM up in    pity -PRON- Coloursfest ahoy xo,0,0.15000000000000002,-0.05
6140,good morning   -PRON- be up early feeling enthuse to design -PRON- life   thank to manic for that phrase,2,0.45000000000000007,0.39999999999999997
6141,yesssssssssss a rocket to the moon be   go on warped,1,0.0,0.0
6142,just wake upand i get flu,0,0.0,0.0
6143,burn -PRON- tongue on Won Ton soup,1,0.0,0.0
6144,when the weather ugh something like asthma so yeah Ventolin,0,0.0,0.0
6145,no -PRON- pre make jelly and -PRON- for -PRON- and bradie,1,0.0,0.0
6146,be anyone else have problem follow and unfollowe peep for -PRON- this have go on for over a week,0,0.0,0.0
6147,-PRON- kind of miss a certain someone already   and i never get to see -PRON- again,1,0.7357142857142858,0.40714285714285714
6148,be need to make a new video,1,0.45454545454545453,0.13636363636363635
6149,hey Peter thank for the follow so many Sydney pastor tweet Shame no Bris pastor be on Twitter be behind,1,0.6,0.04999999999999999
6150,be plan -PRON- week -PRON- go to good go to get a lot of stuff do,2,0.6000000000000001,0.7
6151,Yay -PRON- finally get to have a trip away from home again how exciting -PRON-   go to shop a bit,2,0.9,0.15
6152,home from STINGcrunk of courselong INSULT day N nitealso visit -PRON- boy Rob Vall be goodhappy mother dayword to yo mutha,2,0.0,0.0
6153,excited for enf yaaaay,2,0.75,0.375
6154,Would love -PRON- but have plan,2,0.6,0.5
6155,want to cool down,2,0.46944444444444444,0.0972222222222222
6156,be try to buy a new biblebut -PRON- just be not the samewhy do -PRON- dog have to chew -PRON- up,1,0.45454545454545453,0.13636363636363635
6157,-PRON- never start,0,0.0,0.0
6158,kick back at home,1,0.0,0.0
6159,Stayin over at dustin tonight -PRON- car hate -PRON-,0,0.9,-0.8
6160,L ice grande halfsweet french vanilla soy milk from Starbucks mean summaas come,2,0.34375,-0.15625
6161,job hunting yay,1,0.0,0.0
6162,up -PRON- sleep in till    shoot a new vid today,1,0.45454545454545453,0.13636363636363635
6163,with sean s watch house of a thousand corpe,0,0.0,0.0
6164,be move out of Nesbitt,1,0.0,0.0
6165,i love -PRON- but i can not call -PRON- cause i live in argentina   really really love -PRON- mitchel,2,0.5666666666666668,0.37878787878787873
6166,so bryan be at the sweet   and i do not think -PRON- be go to talk but towards the end of the night -PRON- talk,2,0.65,0.35
6167,haha not always just a   for a friend but -PRON- have be here some time that s why -PRON- know basic Japanese,1,0.14166666666666666,0.06666666666666667
6168,PRIDE next weekend in Long Beach,2,0.2,-0.025
6169,oh no somebody hack into -PRON- email   -PRON- be scare now what the INSULT,0,0.0,0.0
6170,just watch terminator   and i cry -PRON- the one movie that make -PRON- cry for some reason when arnie die   -PRON- be lame,0,0.75,-0.5
6171,or even listen to susan green policy,1,0.3,-0.2
6172,-PRON- always catch -PRON- away from -PRON- computer,1,0.0,0.0
6173,-PRON- be not sore yesterday but -PRON- be definitely feel those hill now -PRON- leg hurt all the way up to -PRON- booty -PRON- a good hurt,2,0.55,0.35
6174,-PRON- want you all here with ME TOO Yal shoulve go with RM,1,0.0,0.0
6175,the only thing -PRON- know about star trek be the joke from tina fey twitter may the   be with -PRON-,2,1.0,0.0
6176,ack   of course -PRON- be a person but i think   know that,1,0.0,0.0
6177,-PRON- can give -PRON- the contact of the person who make those cheesecake,1,0.0,0.0
6178,when i decide to be on time for something that devil be always there to counteract Frustrating but not discourage,1,0.9,-0.4
6179,i hate be sick i miss    and,0,0.8785714285714286,-0.7571428571428571
6180,thank goodness for starbuck iced coffeeI be feel so sluggish today -PRON- think -PRON- this awful LA weather,1,1.0,-1.0
6181,uh finally home but completely wipe,0,0.7,0.05
6182,i have officially hit the wall totally nonfunctionalproductive at work,0,0.75,0.0
6183,try to reorganize plan for tonight uggg   hopefully -PRON- will still be lot o fun,2,0.2,0.3
6184,grrh -PRON- phone brand new may i add keep just switch -PRON- off and other be say -PRON- do the same,0,0.3181818181818182,0.0037878787878787845
6185,i love -PRON- to but i knw there gna cut stuff out on tv,1,0.6,0.5
6186,memorize the first   line of the General Prologue of The Canterbury Tales Ughhh,1,0.41666666666666663,0.15000000000000002
6187,-PRON- hate work night cos -PRON- be not really able to enjoy this gorgeous weather as -PRON- will be asleep,0,0.73125,0.012499999999999983
6188,and -PRON- have -PRON- fabulous interracial INSULT   WOOT,2,1.0,0.4
6189,get a day of painting,1,0.0,0.0
6190,yep   day whoop,1,0.0,0.0
6191,home yes   that would be perfect   that be suppose to happen last night still dry   usually happen as -PRON- a heading to appt,2,0.47916666666666663,0.17083333333333334
6192,yeah -PRON- agree -PRON- do   btw check out linuxoutlaw,1,0.0,0.0
6193,Glad -PRON- get there safe   see -PRON- daughter   enjoy -PRON- time there,2,0.6666666666666666,0.4666666666666666
6194,probably one of the good surprise everyou really be amazing,2,0.75,0.65
6195,follow   keep -PRON- update for the late dance scene event,1,0.6,-0.3
6196,-PRON- a date,1,0.0,0.0
6197,live qa   definitely the good part of twitter for -PRON-,2,0.5333333333333333,0.27878787878787875
6198,-PRON- be feel so weak and tired from seat down in front of the pc -PRON- really need to study for -PRON- HA long quiz,0,0.4427777777777778,-0.15611111111111114
6199,no     month,1,0.0,0.0
6200,look at the tadpole no   look at -PRON-   foolish dog,0,0.0,0.0
6201,go   watch Dogtown hope -PRON- not too sad,2,1.0,-0.5
6202,-PRON- want tuna   salmon sashimi BC roll and dragon eye,1,0.0,0.0
6203,-PRON- be in Lindos and -PRON- absolutely rule Will post some picture somewhere some time back to work today,2,0.45,0.1
6204,get dizzy go to have to lower -PRON- original raise please do not think any less of -PRON-,0,0.4083333333333333,0.10416666666666667
6205,i could not respond cuz i maxe out,0,0.0,0.0
6206,-PRON- got the sniffle,1,0.0,0.0
6207,-PRON- under a Honeymoon by the good Life,1,0.6000000000000001,0.7
6208,-PRON- really should put up a pic -PRON- guess,1,0.2,0.2
6209,cough drop taste grossblaaaqhhh,0,0.0,0.0
6210,-PRON- can not stream video on -PRON- phone,1,0.0,0.0
6211,yeahh yeah -PRON- the hifi lol grr dad be a pain -PRON- say if i do not find anyone to go with i can not go,0,0.75,0.050000000000000044
6212,sunday be runday outta bed and onto the road,1,0.0,0.0
6213,dance around and clean the house love -PRON- sunday so far,2,0.7666666666666666,0.32222222222222224
6214,-PRON- again,1,0.0,0.0
6215,why do -PRON- look so awesome in heel yet be so afraid of -PRON-,1,0.95,0.2
6216,-PRON- feel like -PRON- have not talk to -PRON- in a really really long time,0,0.4,-0.05
6217,cause -PRON- be not hear from -PRON- guy,1,0.0,0.0
6218,get into terminal and kill   -PRON-   which be really what force quit should do,1,0.2,0.2
6219,at Rocky Cola Diner in Whittier tonight with teacher pal Mr B -PRON- have a great time chat but no one else come,2,0.75,0.8
6220,-PRON- spell -PRON- name alyson too Aly for short -PRON- spell -PRON- the good,2,0.45000000000000007,0.35
6221,-PRON- not the internal fuse either   Poop may have to get the spare out of the loft although that may be a job for   people,1,0.0,0.0
6222,ok son in bath so go to see if -PRON- can find some quick quote   go to miss -PRON- all this weekend -PRON- be already gettin sad,0,0.6666666666666666,0.11111111111111109
6223,wave to make -PRON- all ok again,2,0.5,0.5
6224,pleased to hear -PRON- but still -PRON- be shame sometimes to hear what some man do,0,1.0,0.5
6225,mmm hot chocolate ugboot and topgear life be good,2,0.7250000000000001,0.475
6226,Ohh poor girl   Ill email -PRON- -PRON- be rely on -PRON- be here in October Mr,0,0.8,-0.45
6227,a friend use Logic and -PRON- must admit -PRON- do like itbut -PRON- do not have a Mac,1,0.0,0.0
6228,oh no -PRON- just crash -PRON- ball pump,0,0.0,0.0
6229,thank for point out the crucial problem   both of -PRON- have be take care of   cc,2,1.0,0.0
6230,overwhelming lead for Strawberry Lemonade   -PRON- husband vote for Banana Fosters tho,2,1.0,0.5
6231,omfg -PRON- favourite jerk chicken place close,0,0.95,-0.6
6232,omgoodness back to school soon FUN,2,0.1,0.15
6233,lol yeah well same apply to the grocery store,1,0.4125,0.4
6234,grat to aaron and christine,1,0.0,0.0
6235,lol -PRON- love -PRON- MacBook too oh and -PRON- imac can not decide which -PRON- love more ok   iMac trump   MacBook,2,0.58,0.5599999999999999
6236,no   evr brng -PRON- a starbux    corieography,1,0.0,0.0
6237,be stick in traffic,1,0.0,0.0
6238,-PRON- want to go to VP but no one be willing to come with -PRON-,1,0.75,0.25
6239,-PRON- like -PRON- hr shirt -PRON- be inspire -PRON- to think of wittyrude HRlike saying -PRON- d never actually wear,2,0.1,0.0
6240,-PRON- too beautiful to stay inside,2,1.0,0.85
6241,got people do not let -PRON- skip sci pratical becos skola be impt and can not waste -PRON- parent money   Nt fair,0,0.45,0.39999999999999997
6242,get -PRON- self a nice cup of tea and turn on some music,2,1.0,0.6
